revenues_sales,revenues_subscription,revenues_total,costs_reviews,costs_it,costs_total,profits_gross,profits_net,q25,q50,q75,n_sellers,n_negative,pct_negative,mean,min,max
1355578.4440000001,1451840.0,2807418.444,1618210,500000,2118210,1189208.4440000001,689208.4440000001,21.8795,257.84000000000003,699.1775,2967,371,12.504213009774181,400.8117438490058,-21439.517,18067.605
