profits
201.87
2050.307
15.8
7.999
-83.201
5.99
1475.425
978.76
178.746
6780.4619999999995
73.80000000000001
150.76
1545.534
4.29
544.428
174.90000000000003
87.88
886.6800000000001
382.07000000000005
171.92000000000002
268.4
505.4200000000001
2158.757
477.69000000000005
179.65499999999997
-285.70000000000005
560.489
431.84000000000003
614.808
410.467
-53.995000000000005
87.5
192.51999999999998
907.1800000000001
1670.2730000000001
69.60000000000002
16.1
222.51999999999998
725.098
831.8299999999999
627.56
32.18
576.44
4.939999999999998
97.598
-52.67900000000009
2.99
827.1949999999999
42.69999999999999
365.6
530.0899999999999
318.93000000000006
14.259000000000015
202.36
264.65999999999997
225.72500000000002
1004.5
-162.32
509.861
-64.82
1516.4189999999999
187.15499999999997
-8.621999999999957
195.34799999999996
135.96
994.9000000000001
1267.0720000000001
14623.187000000002
28.980000000000004
-3782.857
101.152
1962.5429999999997
605.6
168.4
-2454.749
639.4090000000001
129.20000000000002
15.241999999999999
51.78
200.401
1730.21
957.79
1204.849
1684.29
704.8870000000002
1087.0900000000001
11.990000000000002
1595.9
334.3510000000001
9.990000000000002
18.990000000000002
-140.10000000000002
637.95
261.86
194.68800000000002
1055.19
154.96
152.20000000000005
121.89000000000001
1150.194
23.990000000000002
15.980000000000002
1.99
459.0720000000001
154.99
1648.0
2.16
-60.3
296.392
36.97
522.33
149.62599999999998
5.2
574.8789999999999
3875.0550000000003
26.99
120.86000000000001
107.858
-177.03600000000006
17.990000000000002
89.32
102.84
217.399
1443.185
338.79999999999995
165.288
1179.513
469.38300000000004
384.94
714.91
500.18899999999996
-81.02799999999999
593.0020000000002
540.21
1805.9450000000002
944.69
1236.97
-34.629999999999995
216.86
391.69
2.599
-8.030000000000001
175.888
191.99900000000002
935.3299999999999
263.994
8.99
384.90100000000007
651.9760000000001
592.121
579.85
390.64
67.7
-98.75
1008.3050000000001
223.42000000000002
384.0999999999999
193.5
-133.918
304.799
324.49
436.55
264.4000000000001
-85.301
646.676
964.8910000000001
859.9870000000001
495.58700000000044
9.5
678.928
737.2
189.026
70.89999999999998
481.957
726.008
111.8
290.7
494.5
947.6950000000002
88.304
373.79
285.603
5.486000000000001
0.28999999999999204
-69.404
-9.200000000000003
803.2200000000003
754.0999999999999
5.9
778.0500000000002
400.387
48.64999999999998
395.99700000000007
104.88
1637.0400000000009
212.79000000000002
1125.57
1876.8609999999999
62.97
957.8299999999999
2.79
739.4970000000001
1062.404
576.1
590.417
88.53999999999996
-16.620000000000005
100.99000000000001
47.75
253.97
-38.001
105.96000000000001
545.0
206.2
136.43
452.8910000000001
4.7
98.88
207.85799999999995
457.97
1.9300000000000002
457.484
98.06
1498.57
211.65499999999997
-34.12
627.74
2.99
479.115
11.0
165.99
469.24
356.94
266.8
1912.8970000000008
1346.0300000000002
1393.109
494.72
-70.05
637.03
422.4
-88.5
1184.859
278.88
13.990000000000002
236.445
1312.19
-11.004999999999995
454.6
23.5
558.485
-34.41
540.942
17.990000000000002
876.44
-95.03999999999999
-986.5190000000002
549.8600000000001
401.084
1711.9850000000001
-98.81
194.97
154.97
254.07999999999993
360.781
296.608
524.3090000000001
8.68
-1043.8179999999998
177.35599999999977
495.82
2023.3320000000003
3039.06
-1037.26
-166.74599999999998
1109.451
1096.301
244.93
212.84
99.27900000000045
338.597
99.89
505.79999999999995
2.79
417.30999999999995
578.0
-360.27300000000014
320.41200000000003
-14.030000000000001
115.06700000000001
676.8870000000001
-8.89599999999973
520.4590000000001
-32.16499999999999
1274.255
319.355
1424.5990000000002
992.0
169.9
826.198
181.57899999999995
-23.58299999999997
477.79999999999995
223.214
-35.1
499.73
1527.84
5.0
-11.599999999999994
13.9
35.49
1061.1399999999999
1070.087
432.6
1145.4
-12886.431
2.999
1971.1800000000003
541.593
750.9000000000001
9.0
741.2709999999997
621.49
173.51999999999998
1746.85
1229.5049999999999
27.900000000000002
1406.2
230.0
267.46
94.48
104.56
99.67
146.699
154.4
44.589
9.9
44.89
803.97
15.990000000000002
9.998000000000001
2.39
610.5690000000001
4.78
86.98
294.497
281.49
3.5
872.95
493.413
67.49700000000001
325.788
199.9
2170.33
280.0
13.780000000000001
100.555
838.9099999999999
165.60000000000002
471.216
985.0999999999999
569.7
1170.74
1408.857
673.99
-362.03
-286.0
31.900000000000002
209.55
115.57100000000003
584.73
418.21000000000004
-2852.829999999998
16.980999999999995
914.444
434.89300000000003
113.78999999999999
450.68000000000006
1553.83
188.14
1.99
562.7180000000001
213.978
2.499
1.59
251.49
15.990000000000009
244.95
119.78
45.370000000000005
90.53999999999999
2.199
134.789
833.825
291.76
9.8
267.246
13.0
273.76000000000005
261.1300000000001
245.98
-31.35
533.31
1432.9360000000001
2951.7180000000008
6.490000000000001
72.15
774.3060000000005
-15.000999999999998
1025.48
166.07
286.6
381.4
934.4100000000001
438.29999999999995
4.45
1627.4
153.29000000000002
189.7
743.009
